1574255492662|stating smart tv
1574255493680|i'm on
1574255494685|i'm on
1574255495689|i'm on
1574255496693|i'm on
1574255497698|i'm on
1574255498702|i'm on
1574255499706|i'm on
1574255500709|i'm on
1574255501713|i'm on
1574255502717|i'm on
1574255503720|i'm on
1574255504724|i'm on
1574255505728|i'm on
1574255506731|i'm on
1574255507735|i'm on
1574255508739|i'm on
1574255509743|i'm on
1574255510746|i'm on
1574255511750|i'm on
1574255512753|i'm on
1574255513756|i'm on
1574255514760|i'm on
1574255515763|i'm on
1574255516767|i'm on
1574255517771|i'm on
1574255518774|i'm on
1574255519778|i'm on
1574255520779|i'm on
1574255521781|i'm on
1574255522782|i'm on
1574255523785|i'm on
1574255524788|i'm on
1574255525791|i'm on
1574255526793|i'm on
1574255527796|i'm on
1574255528799|i'm on
1574255529801|i'm on
1574255530803|i'm on
1574255531806|i'm on
1574255532809|i'm on
1574255533811|i'm on
1574255534814|i'm on
1574255535818|i'm on
1574255536821|i'm on
1574255537823|i'm on
1574255538827|i'm on
1574255539830|i'm on
1574255540833|i'm on
1574255541836|i'm on
1574255542839|i'm on
1574255543841|i'm on
1574255544844|i'm on
1574255545848|i'm on
1574255546851|i'm on
1574255547853|i'm on
1574255548856|i'm on
1574255549858|i'm on
1574255550861|i'm on
1574255551863|i'm on
1574255552866|i'm on
1574255553869|i'm on
1574255554872|i'm on
1574255555875|i'm on
1574255556877|i'm on
1574255557878|i'm on
1574255558881|i'm on
1574255559883|i'm on
1574255560885|i'm on
1574255561886|i'm on
1574255562888|i'm on
1574255563890|i'm on
1574255564892|i'm on
1574255565895|i'm on
1574255566895|i'm on
1574255567897|i'm on
1574255568899|i'm on
1574255569902|i'm on
1574255570904|i'm on
1574255571907|i'm on
1574255572909|i'm on
1574255573913|i'm on
1574255574915|i'm on
1574255575918|i'm on
1574255576920|i'm on
1574255577921|i'm on
1574255578924|i'm on
1574255579927|i'm on
1574255580929|i'm on
1574255581932|i'm on
1574255582933|i'm on
1574255583935|i'm on
1574255584938|i'm on
1574255585940|i'm on
1574255586943|i'm on
1574255587945|i'm on
1574255588948|i'm on
1574255589950|i'm on
1574255590952|i'm on
1574255591954|i'm on
1574255592956|i'm on
1574255593958|i'm on
1574255594961|i'm on
1574255595963|i'm on
1574255596965|i'm on
1574255597967|i'm on
1574255598970|i'm on
1574255599972|i'm on
1574255600974|i'm on
1574255601976|i'm on
1574255602978|i'm on
1574255603981|i'm on
1574255604982|i'm on
1574255605985|i'm on
1574255606987|i'm on
1574255607989|i'm on
1574255608990|i'm on
1574255609992|i'm on
1574255610994|i'm on
1574255611996|i'm on
1574255612998|i'm on
1574255614000|i'm on
1574255615003|i'm on
1574255616004|i'm on
1574255617006|i'm on
1574255618008|i'm on
1574255619011|i'm on
1574255620014|i'm on
1574255621016|i'm on
1574255622018|i'm on
1574255623020|i'm on
1574255624021|i'm on
1574255625022|i'm on
1574255626024|i'm on
1574255627025|i'm on
1574255628026|i'm on
1574255629027|i'm on
1574255630029|i'm on
1574255631031|i'm on
1574255632033|i'm on
1574255633035|i'm on
1574255634037|i'm on
1574255635039|i'm on
1574255636040|i'm on
1574255637042|i'm on
1574255638044|i'm on
1574255639046|i'm on
1574255640049|i'm on
1574255641051|i'm on
1574255642053|i'm on
1574255643056|i'm on
1574255644058|i'm on
1574255645060|i'm on
1574255646061|i'm on
1574255647063|i'm on
1574255648065|i'm on
1574255649066|i'm on
1574255650067|i'm on
1574255651069|i'm on
1574255652071|i'm on
1574255653073|i'm on
1574255654074|i'm on
1574255655074|i'm on
1574255656075|i'm on
1574255657076|i'm on
1574255658077|i'm on
1574255659078|i'm on
1574255660079|i'm on
1574255661081|i'm on
1574255662082|i'm on
1574255663083|i'm on
1574255664084|i'm on
1574255665086|i'm on
1574255666087|i'm on
1574255667089|i'm on
1574255668091|i'm on
1574255669093|i'm on
1574255670095|i'm on
1574255671097|i'm on
1574255672099|i'm on
1574255673101|i'm on
1574255674102|i'm on
1574255675104|i'm on
1574255676105|i'm on
1574255677107|i'm on
1574255678108|i'm on
1574255679109|i'm on
1574255680111|i'm on
1574255681113|i'm on
1574255682114|i'm on
1574255683117|i'm on
1574255684119|i'm on
1574255685121|i'm on
1574255686122|i'm on
1574255687123|i'm on
1574255688124|i'm on
1574255689126|i'm on
1574255690127|i'm on
1574255691129|i'm on
1574255692130|i'm on
1574255692797|stopping smart tv
